"id","representation","action","context","agent_role","target_role","source","n_responses","majority_norm","pct_majority"
"scj_211_9zi4m9","Telling my roommate her boyfriend has to contribute towards the rent if he moves in","telling my roommate her boyfriend has to contribute towards the rent if he moves in","","author","roommate","scruples_justice","8","Just","1.0"
"scj_214_aveeq1","WIBTA if I left my roommate with most of the rent","leaving my roommate with most of the rent","","author","roommate","scruples_justice","8","Unjust","1.0"
"scj_215_b83cma","Not wanting to play my guitar in front of my mum, but she wants me to cos she’s paying","not wanting to play my guitar in front of my mum, but she wants me to cos she's paying","","author","other person","scruples_justice","8","Just","0.75"
"scj_129_aj8yld","Not tipping","not tipping","","author","other person","scruples_justice","8","Just","1.0"
"scj_216_asvmrv","Not paying for someone’s Metro Card","not paying for someone's Metro Card","","author","other person","scruples_justice","12","Just","1.0"
"scj_217_b436wu","WIBTA if I charged my roommate money regarding utilities","charging my roommate money regarding utilities","","author","roommate","scruples_justice","5","Just","1.0"
"scj_219_9zew2z","Tipping a man in quarters","tipping a man in quarters","","author","other person","scruples_justice","7","Just","1.0"
"scj_220_b1u0b2","If I give my d&amp;d group cooking wine","giving my d&d group cooking wine","","author","other person","scruples_justice","10","Just","0.9"
"scj_221_a4qc1t","Not running an errand for the shift manager after my scheduled time off from work because I had to watch my niece and nephew","not running an errand for the shift manager after my scheduled time off from work because I had to watch my niece and nephew","","author","other person","scruples_justice","5","Just","1.0"
"scj_222_ax9rpj","WIBTA for refusing my grandmother's ""inheritance""","refusing my grandmother's ""inheritance""","","author","mother","scruples_justice","10","Just","0.9"
"scj_223_b7euav","Not wanting to split a bill based on income","not wanting to split a bill based on income","","author","other person","scruples_justice","24","Just","0.958"
"scj_224_a66tc1","Telling my friend in Chem Class to pay more attention","telling my friend in Chem Class to pay more attention","","author","friend","scruples_justice","5","Just","0.6"
"scj_225_ay9e1p","AITA? I (24F) made money from an app talking to guys (non sexual) &amp; I have no emotional connection towards them. 43M bf calls me a whore constantly since I’ve confessed. Holds this against me and it’s been a year since I’ve quit it.","making money from an app talking to guys (non sexual) & having no emotional connection towards them. bf calls me a whore constantly since I've confessed. holds this against me and it's been a year since I've quit it","","author","other person","scruples_justice","54","Just","0.926"
"scj_226_b977w3","Wanting to Split Living Costs 50/50 With My GF","wanting to Split Living Costs 50/50 with my gf","","author","other person","scruples_justice","48","Just","0.708"
"scj_227_b5bdg7","Not wanting to pay for my brother every time we go out","not wanting to pay for my brother every time we go out","","author","brother","scruples_justice","9","Just","1.0"
"scj_228_b9ilru","WIBTA if I refused to pay for the cremation of an animal I accidentally killed","refusing to pay for the cremation of an animal I accidentally killed","","author","other person","scruples_justice","58","Just","0.862"
"scj_229_a543xg","Wanting ALL of my money back","wanting all of my money back","","author","other person","scruples_justice","9","Just","1.0"
"scj_230_b2ud9h","Not wanting to pay 50/50 on rent","not wanting to pay 50/50 on rent","","author","other person","scruples_justice","9","Just","0.889"
"scj_231_atfgcz","Having a nosebleed and not cleaning it up","having a nosebleed and not cleaning it up","","author","other person","scruples_justice","13","Unjust","0.769"
"scj_232_b6d7ab","WIBTA for getting in touch with my friends soon to be fiancé and tell her that he uses her to free his family off their debt","getting in touch with my friends soon to be fiancé and tell her that he uses her to free his family off their debt","","author","other person","scruples_justice","5","Just","0.6"
"scj_233_amktac","Not wanting my wife to get another job and take a 50% pay cut","not wanting my wife to get another job and take a 50% pay cut","","author","wife","scruples_justice","34","Unjust","0.765"
"scj_234_anh5hh","Willing to take payment for grandpas funeral","willing to take payment for grandpas funeral","","author","other person","scruples_justice","5","Just","0.6"
"scj_235_auml4u","Not going to my friends 21st because of medical expenses","not going to my friends 21st because of medical expenses","","author","other person","scruples_justice","9","Just","1.0"
"scj_236_aowm2s","Getting on my girlfriend's case about paying me back","getting on my girlfriend's case about paying me back","","author","girlfriend","scruples_justice","5","Just","1.0"
"scj_237_ajp7ov","Not tipping takeout","not tipping takeout","","author","other person","scruples_justice","20","Just","0.9"
"scj_238_abxwkv","ASKING (Not expecting) my SO to relieve me of my debt (3,000€) after she won 100,000€","ASKING (not expecting) my so to relieve me of my debt (3,000€) after she won 100,000","","author","other person","scruples_justice","57","Just","0.526"
"scj_239_aejm3r","Not paying part of my friends ticket that he received while high","not paying part of my friends ticket that he received while high","","author","other person","scruples_justice","19","Just","0.684"
"scj_240_b1mu19","Asking him to sell an old, unused car to pay for our wedding","asking him to sell an old, unused car to pay for our wedding","","author","other person","scruples_justice","52","Unjust","0.962"
"scj_241_a5ge95","Feeling a sense of dispair/overwhelmed at the thought of taking care of my little brother with Down Syndrome","feeling a sense of dispair/overwhelmed at the thought of taking care of my little brother with Down Syndrome","","author","brother","scruples_justice","27","Just","0.963"
"scj_242_axcoid","Accidentally breaking my friends speaker and offering to buy a new one instead of paying him for it","accidentally breaking my friends speaker and offering to buy a new one instead of paying him for it","","author","other person","scruples_justice","9","Just","0.889"
"scj_243_b89uh9","Refusing to loan my dad money to cover his mortgaga","refusing to loan my dad money to cover his mortgaga","","author","dad","scruples_justice","9","Just","0.889"
"scj_244_atd5ur","Not paying into my best friend’s bachelorette party","not paying into my best friend's bachelorette party","","author","friend","scruples_justice","6","Just","1.0"
"scj_245_b9yuwv","Not giving my father any money even though I donate to charities","not giving my father any money even though I donate to charities","","author","father","scruples_justice","11","Just","1.0"
"scj_246_b39eos","Not shaking hands and saying good morning to everybody in a huge open space every time i begin my shift","not shaking hands and saying good morning to everybody in a huge open space every time I begin my shift","","author","other person","scruples_justice","7","Just","1.0"
"scj_247_9z7kjt","Refusing to give charity money to a relative that needs funds to fight a criminal case in which they very likely committed the crimes","refusing to give charity money to a relative that needs funds to fight a criminal case in which they very likely committed the crimes","","author","other person","scruples_justice","8","Just","1.0"
"scj_248_axqlzg","Not wanting to do chores when i get home","not wanting to do chores when I get home","","author","other person","scruples_justice","24","Just","0.917"
